week,month,staff_name,role,service,present
21,5,Tommy Walter,nurse,emergency,False
22,6,Tommy Walter,nurse,emergency,True
23,6,Tommy Walter,nurse,emergency,True
24,6,Tommy Walter,nurse,emergency,False
25,6,Tommy Walter,nurse,emergency,True
26,7,Tommy Walter,nurse,emergency,True
27,7,Tommy Walter,nurse,emergency,False
28,7,Tommy Walter,nurse,emergency,True
29,7,Tommy Walter,nurse,emergency,True
30,7,Tommy Walter,nurse,emergency,False
31,8,Tommy Walter,nurse,emergency,False
32,8,Tommy Walter,nurse,emergency,True
33,8,Tommy Walter,nurse,emergency,False
34,8,Tommy Walter,nurse,emergency,True
35,9,Tommy Walter,nurse,emergency,True
36,9,Tommy Walter,nurse,emergency,False
37,9,Tommy Walter,nurse,emergency,True
38,9,Tommy Walter,nurse,emergency,True
39,10,Tommy Walter,nurse,emergency,False
40,10,Tommy Walter,nurse,emergency,True
41,10,Tommy Walter,nurse,emergency,True
42,10,Tommy Walter,nurse,emergency,False
43,10,Tommy Walter,nurse,emergency,True
44,11,Tommy Walter,nurse,emergency,True
45,11,Tommy Walter,nurse,emergency,False
46,11,Tommy Walter,nurse,emergency,True
47,11,Tommy Walter,nurse,emergency,True
48,12,Tommy Walter,nurse,emergency,False
49,12,Tommy Walter,nurse,emergency,True
50,12,Tommy Walter,nurse,emergency,True
51,12,Tommy Walter,nurse,emergency,False
52,13,Tommy Walter,nurse,emergency,True
1,1,Matthew Foster,nurse,emergency,True
2,1,Matthew Foster,nurse,emergency,True
3,1,Matthew Foster,nurse,emergency,False
4,1,Matthew Foster,nurse,emergency,True
5,2,Matthew Foster,nurse,emergency,True
6,2,Matthew Foster,nurse,emergency,False
7,2,Matthew Foster,nurse,emergency,True
8,2,Matthew Foster,nurse,emergency,True
9,3,Matthew Foster,nurse,emergency,False
10,3,Matthew Foster,nurse,emergency,True
11,3,Matthew Foster,nurse,emergency,True
12,3,Matthew Foster,nurse,emergency,False
13,4,Matthew Foster,nurse,emergency,True
14,4,Matthew Foster,nurse,emergency,False
15,4,Matthew Foster,nurse,emergency,False
16,4,Matthew Foster,nurse,emergency,True
17,4,Matthew Foster,nurse,emergency,True
18,5,Matthew Foster,nurse,emergency,False
19,5,Matthew Foster,nurse,emergency,True
20,5,Matthew Foster,nurse,emergency,True
21,5,Matthew Foster,nurse,emergency,False
22,6,Matthew Foster,nurse,emergency,True
23,6,Matthew Foster,nurse,emergency,True
24,6,Matthew Foster,nurse,emergency,False
25,6,Matthew Foster,nurse,emergency,True
26,7,Matthew Foster,nurse,emergency,True
27,7,Matthew Foster,nurse,emergency,False
28,7,Matthew Foster,nurse,emergency,True
29,7,Matthew Foster,nurse,emergency,False
30,7,Matthew Foster,nurse,emergency,False
31,8,Matthew Foster,nurse,emergency,True
32,8,Matthew Foster,nurse,emergency,True
33,8,Matthew Foster,nurse,emergency,False
34,8,Matthew Foster,nurse,emergency,True
35,9,Matthew Foster,nurse,emergency,False
36,9,Matthew Foster,nurse,emergency,False
37,9,Matthew Foster,nurse,emergency,True
38,9,Matthew Foster,nurse,emergency,True
39,10,Matthew Foster,nurse,emergency,False
40,10,Matthew Foster,nurse,emergency,True
41,10,Matthew Foster,nurse,emergency,True
42,10,Matthew Foster,nurse,emergency,False
43,10,Matthew Foster,nurse,emergency,False
44,11,Matthew Foster,nurse,emergency,True
45,11,Matthew Foster,nurse,emergency,False
46,11,Matthew Foster,nurse,emergency,True
47,11,Matthew Foster,nurse,emergency,True
48,12,Matthew Foster,nurse,emergency,False
49,12,Matthew Foster,nurse,emergency,True
50,12,Matthew Foster,nurse,emergency,True
51,12,Matthew Foster,nurse,emergency,False
52,13,Matthew Foster,nurse,emergency,False
1,1,Judy Baker,nurse,emergency,True
2,1,Judy Baker,nurse,emergency,True
3,1,Judy Baker,nurse,emergency,False
4,1,Judy Baker,nurse,emergency,False
5,2,Judy Baker,nurse,emergency,True
6,2,Judy Baker,nurse,emergency,False
7,2,Judy Baker,nurse,emergency,True
8,2,Judy Baker,nurse,emergency,True
9,3,Judy Baker,nurse,emergency,False
10,3,Judy Baker,nurse,emergency,True
11,3,Judy Baker,nurse,emergency,True
12,3,Judy Baker,nurse,emergency,False
13,4,Judy Baker,nurse,emergency,True
14,4,Judy Baker,nurse,emergency,True
15,4,Judy Baker,nurse,emergency,False
16,4,Judy Baker,nurse,emergency,True
17,4,Judy Baker,nurse,emergency,True
18,5,Judy Baker,nurse,emergency,False
19,5,Judy Baker,nurse,emergency,False
20,5,Judy Baker,nurse,emergency,True
21,5,Judy Baker,nurse,emergency,False
22,6,Judy Baker,nurse,emergency,True
23,6,Judy Baker,nurse,emergency,True
24,6,Judy Baker,nurse,emergency,False
25,6,Judy Baker,nurse,emergency,True
26,7,Judy Baker,nurse,emergency,True
27,7,Judy Baker,nurse,emergency,False
28,7,Judy Baker,nurse,emergency,True
29,7,Judy Baker,nurse,emergency,True
30,7,Judy Baker,nurse,emergency,False
31,8,Judy Baker,nurse,emergency,False
32,8,Judy Baker,nurse,emergency,True
33,8,Judy Baker,nurse,emergency,False
34,8,Judy Baker,nurse,emergency,False
35,9,Judy Baker,nurse,emergency,True
36,9,Judy Baker,nurse,emergency,False
37,9,Judy Baker,nurse,emergency,True
38,9,Judy Baker,nurse,emergency,True
39,10,Judy Baker,nurse,emergency,False
40,10,Judy Baker,nurse,emergency,True
41,10,Judy Baker,nurse,emergency,True
42,10,Judy Baker,nurse,emergency,False
43,10,Judy Baker,nurse,emergency,True
44,11,Judy Baker,nurse,emergency,True
45,11,Judy Baker,nurse,emergency,False
46,11,Judy Baker,nurse,emergency,True
47,11,Judy Baker,nurse,emergency,True
48,12,Judy Baker,nurse,emergency,False
49,12,Judy Baker,nurse,emergency,True
50,12,Judy Baker,nurse,emergency,True
51,12,Judy Baker,nurse,emergency,False
52,13,Judy Baker,nurse,emergency,True
1,1,Justin Baker,nurse,emergency,False
2,1,Justin Baker,nurse,emergency,True
3,1,Justin Baker,nurse,emergency,False
4,1,Justin Baker,nurse,emergency,True
5,2,Justin Baker,nurse,emergency,True
6,2,Justin Baker,nurse,emergency,False
7,2,Justin Baker,nurse,emergency,True
8,2,Justin Baker,nurse,emergency,True
9,3,Justin Baker,nurse,emergency,False
10,3,Justin Baker,nurse,emergency,True
11,3,Justin Baker,nurse,emergency,False
12,3,Justin Baker,nurse,emergency,False
13,4,Justin Baker,nurse,emergency,True
14,4,Justin Baker,nurse,emergency,True
15,4,Justin Baker,nurse,emergency,False
16,4,Justin Baker,nurse,emergency,True
17,4,Justin Baker,nurse,emergency,True
18,5,Justin Baker,nurse,emergency,False
19,5,Justin Baker,nurse,emergency,True
20,5,Justin Baker,nurse,emergency,True
21,5,Justin Baker,nurse,emergency,False
22,6,Justin Baker,nurse,emergency,True
23,6,Justin Baker,nurse,emergency,True
24,6,Justin Baker,nurse,emergency,False
25,6,Justin Baker,nurse,emergency,True
26,7,Justin Baker,nurse,emergency,True
27,7,Justin Baker,nurse,emergency,False
28,7,Justin Baker,nurse,emergency,True
29,7,Justin Baker,nurse,emergency,False
30,7,Justin Baker,nurse,emergency,False
31,8,Justin Baker,nurse,emergency,True
32,8,Justin Baker,nurse,emergency,True
33,8,Justin Baker,nurse,emergency,False
34,8,Justin Baker,nurse,emergency,True
35,9,Justin Baker,nurse,emergency,True
36,9,Justin Baker,nurse,emergency,False
37,9,Justin Baker,nurse,emergency,True
38,9,Justin Baker,nurse,emergency,True
39,10,Justin Baker,nurse,emergency,False
40,10,Justin Baker,nurse,emergency,True
41,10,Justin Baker,nurse,emergency,True
42,10,Justin Baker,nurse,emergency,False
43,10,Justin Baker,nurse,emergency,True
44,11,Justin Baker,nurse,emergency,True
45,11,Justin Baker,nurse,emergency,False
46,11,Justin Baker,nurse,emergency,False
47,11,Justin Baker,nurse,emergency,True
48,12,Justin Baker,nurse,emergency,False
49,12,Justin Baker,nurse,emergency,True
50,12,Justin Baker,nurse,emergency,True
51,12,Justin Baker,nurse,emergency,False
52,13,Justin Baker,nurse,emergency,True
1,1,Stephanie Ross,nurse,emergency,True
2,1,Stephanie Ross,nurse,emergency,True
3,1,Stephanie Ross,nurse,emergency,False
4,1,Stephanie Ross,nurse,emergency,True
5,2,Stephanie Ross,nurse,emergency,True
6,2,Stephanie Ross,nurse,emergency,False
7,2,Stephanie Ross,nurse,emergency,True
8,2,Stephanie Ross,nurse,emergency,True
9,3,Stephanie Ross,nurse,emergency,False
10,3,Stephanie Ross,nurse,emergency,True
11,3,Stephanie Ross,nurse,emergency,True
12,3,Stephanie Ross,nurse,emergency,False
13,4,Stephanie Ross,nurse,emergency,True
14,4,Stephanie Ross,nurse,emergency,False
15,4,Stephanie Ross,nurse,emergency,False
16,4,Stephanie Ross,nurse,emergency,True
17,4,Stephanie Ross,nurse,emergency,True
18,5,Stephanie Ross,nurse,emergency,False
19,5,Stephanie Ross,nurse,emergency,True
20,5,Stephanie Ross,nurse,emergency,True
21,5,Stephanie Ross,nurse,emergency,False
22,6,Stephanie Ross,nurse,emergency,True
23,6,Stephanie Ross,nurse,emergency,True
24,6,Stephanie Ross,nurse,emergency,False
25,6,Stephanie Ross,nurse,emergency,True
26,7,Stephanie Ross,nurse,emergency,True
27,7,Stephanie Ross,nurse,emergency,False
28,7,Stephanie Ross,nurse,emergency,True
29,7,Stephanie Ross,nurse,emergency,True
30,7,Stephanie Ross,nurse,emergency,False
31,8,Stephanie Ross,nurse,emergency,True
32,8,Stephanie Ross,nurse,emergency,True
33,8,Stephanie Ross,nurse,emergency,False
34,8,Stephanie Ross,nurse,emergency,True
35,9,Stephanie Ross,nurse,emergency,True
36,9,Stephanie Ross,nurse,emergency,False
37,9,Stephanie Ross,nurse,emergency,True
38,9,Stephanie Ross,nurse,emergency,True
39,10,Stephanie Ross,nurse,emergency,False
40,10,Stephanie Ross,nurse,emergency,True
41,10,Stephanie Ross,nurse,emergency,True
42,10,Stephanie Ross,nurse,emergency,False
43,10,Stephanie Ross,nurse,emergency,True
44,11,Stephanie Ross,nurse,emergency,True
45,11,Stephanie Ross,nurse,emergency,False
46,11,Stephanie Ross,nurse,emergency,True
47,11,Stephanie Ross,nurse,emergency,True
48,12,Stephanie Ross,nurse,emergency,False
49,12,Stephanie Ross,nurse,emergency,True
50,12,Stephanie Ross,nurse,emergency,True
51,12,Stephanie Ross,nurse,emergency,False
52,13,Stephanie Ross,nurse,emergency,True
1,1,Zachary Hicks,nurse,emergency,True
2,1,Zachary Hicks,nurse,emergency,True
3,1,Zachary Hicks,nurse,emergency,False
4,1,Zachary Hicks,nurse,emergency,True
5,2,Zachary Hicks,nurse,emergency,True
6,2,Zachary Hicks,nurse,emergency,False
7,2,Zachary Hicks,nurse,emergency,True
8,2,Zachary Hicks,nurse,emergency,True
9,3,Zachary Hicks,nurse,emergency,False
10,3,Zachary Hicks,nurse,emergency,True
11,3,Zachary Hicks,nurse,emergency,True
12,3,Zachary Hicks,nurse,emergency,False
13,4,Zachary Hicks,nurse,emergency,True
14,4,Zachary Hicks,nurse,emergency,True
15,4,Zachary Hicks,nurse,emergency,False
16,4,Zachary Hicks,nurse,emergency,True
17,4,Zachary Hicks,nurse,emergency,True
18,5,Zachary Hicks,nurse,emergency,False
19,5,Zachary Hicks,nurse,emergency,False
20,5,Zachary Hicks,nurse,emergency,True
21,5,Zachary Hicks,nurse,emergency,False
22,6,Zachary Hicks,nurse,emergency,True
23,6,Zachary Hicks,nurse,emergency,True
24,6,Zachary Hicks,nurse,emergency,False
25,6,Zachary Hicks,nurse,emergency,True
26,7,Zachary Hicks,nurse,emergency,True
27,7,Zachary Hicks,nurse,emergency,False
28,7,Zachary Hicks,nurse,emergency,True
29,7,Zachary Hicks,nurse,emergency,True
30,7,Zachary Hicks,nurse,emergency,False
31,8,Zachary Hicks,nurse,emergency,True
32,8,Zachary Hicks,nurse,emergency,True
33,8,Zachary Hicks,nurse,emergency,False
34,8,Zachary Hicks,nurse,emergency,True
35,9,Zachary Hicks,nurse,emergency,False
36,9,Zachary Hicks,nurse,emergency,False
37,9,Zachary Hicks,nurse,emergency,True
38,9,Zachary Hicks,nurse,emergency,True
39,10,Zachary Hicks,nurse,emergency,False
40,10,Zachary Hicks,nurse,emergency,True
41,10,Zachary Hicks,nurse,emergency,True
42,10,Zachary Hicks,nurse,emergency,False
43,10,Zachary Hicks,nurse,emergency,True
44,11,Zachary Hicks,nurse,emergency,True
45,11,Zachary Hicks,nurse,emergency,False
46,11,Zachary Hicks,nurse,emergency,True
47,11,Zachary Hicks,nurse,emergency,True
48,12,Zachary Hicks,nurse,emergency,False
49,12,Zachary Hicks,nurse,emergency,True
50,12,Zachary Hicks,nurse,emergency,True
51,12,Zachary Hicks,nurse,emergency,False
52,13,Zachary Hicks,nurse,emergency,True
1,1,Anthony Rodriguez,nurse,emergency,True
2,1,Anthony Rodriguez,nurse,emergency,False
3,1,Anthony Rodriguez,nurse,emergency,False
4,1,Anthony Rodriguez,nurse,emergency,True
5,2,Anthony Rodriguez,nurse,emergency,True
6,2,Anthony Rodriguez,nurse,emergency,False
7,2,Anthony Rodriguez,nurse,emergency,True
8,2,Anthony Rodriguez,nurse,emergency,True
9,3,Anthony Rodriguez,nurse,emergency,False
10,3,Anthony Rodriguez,nurse,emergency,True
11,3,Anthony Rodriguez,nurse,emergency,True
12,3,Anthony Rodriguez,nurse,emergency,False
13,4,Anthony Rodriguez,nurse,emergency,True
14,4,Anthony Rodriguez,nurse,emergency,True
15,4,Anthony Rodriguez,nurse,emergency,False
16,4,Anthony Rodriguez,nurse,emergency,True
17,4,Anthony Rodriguez,nurse,emergency,True
18,5,Anthony Rodriguez,nurse,emergency,False
19,5,Anthony Rodriguez,nurse,emergency,True
20,5,Anthony Rodriguez,nurse,emergency,True
21,5,Anthony Rodriguez,nurse,emergency,False
22,6,Anthony Rodriguez,nurse,emergency,True
23,6,Anthony Rodriguez,nurse,emergency,False
24,6,Anthony Rodriguez,nurse,emergency,False
25,6,Anthony Rodriguez,nurse,emergency,True
26,7,Anthony Rodriguez,nurse,emergency,True
27,7,Anthony Rodriguez,nurse,emergency,False
28,7,Anthony Rodriguez,nurse,emergency,True
29,7,Anthony Rodriguez,nurse,emergency,True
30,7,Anthony Rodriguez,nurse,emergency,False
31,8,Anthony Rodriguez,nurse,emergency,True
32,8,Anthony Rodriguez,nurse,emergency,False
33,8,Anthony Rodriguez,nurse,emergency,False
34,8,Anthony Rodriguez,nurse,emergency,True
35,9,Anthony Rodriguez,nurse,emergency,True
36,9,Anthony Rodriguez,nurse,emergency,False
37,9,Anthony Rodriguez,nurse,emergency,True
38,9,Anthony Rodriguez,nurse,emergency,True
39,10,Anthony Rodriguez,nurse,emergency,False
40,10,Anthony Rodriguez,nurse,emergency,True
41,10,Anthony Rodriguez,nurse,emergency,True
42,10,Anthony Rodriguez,nurse,emergency,False
43,10,Anthony Rodriguez,nurse,emergency,True
44,11,Anthony Rodriguez,nurse,emergency,True
45,11,Anthony Rodriguez,nurse,emergency,False
46,11,Anthony Rodriguez,nurse,emergency,True
47,11,Anthony Rodriguez,nurse,emergency,True
48,12,Anthony Rodriguez,nurse,emergency,False
49,12,Anthony Rodriguez,nurse,emergency,True
50,12,Anthony Rodriguez,nurse,emergency,True
51,12,Anthony Rodriguez,nurse,emergency,False
52,13,Anthony Rodriguez,nurse,emergency,True
1,1,Rebecca Henderson,nursing_assistant,emergency,True
2,1,Rebecca Henderson,nursing_assistant,emergency,True
3,1,Rebecca Henderson,nursing_assistant,emergency,False
4,1,Rebecca Henderson,nursing_assistant,emergency,False
5,2,Rebecca Henderson,nursing_assistant,emergency,True
6,2,Rebecca Henderson,nursing_assistant,emergency,False
7,2,Rebecca Henderson,nursing_assistant,emergency,True
8,2,Rebecca Henderson,nursing_assistant,emergency,True
9,3,Rebecca Henderson,nursing_assistant,emergency,False
10,3,Rebecca Henderson,nursing_assistant,emergency,True
11,3,Rebecca Henderson,nursing_assistant,emergency,True
12,3,Rebecca Henderson,nursing_assistant,emergency,False
13,4,Rebecca Henderson,nursing_assistant,emergency,True
14,4,Rebecca Henderson,nursing_assistant,emergency,True
15,4,Rebecca Henderson,nursing_assistant,emergency,False
16,4,Rebecca Henderson,nursing_assistant,emergency,True
17,4,Rebecca Henderson,nursing_assistant,emergency,True
18,5,Rebecca Henderson,nursing_assistant,emergency,False
19,5,Rebecca Henderson,nursing_assistant,emergency,True
20,5,Rebecca Henderson,nursing_assistant,emergency,True
21,5,Rebecca Henderson,nursing_assistant,emergency,False
22,6,Rebecca Henderson,nursing_assistant,emergency,True
23,6,Rebecca Henderson,nursing_assistant,emergency,True
24,6,Rebecca Henderson,nursing_assistant,emergency,False
25,6,Rebecca Henderson,nursing_assistant,emergency,True
26,7,Rebecca Henderson,nursing_assistant,emergency,True
27,7,Rebecca Henderson,nursing_assistant,emergency,False
28,7,Rebecca Henderson,nursing_assistant,emergency,True
29,7,Rebecca Henderson,nursing_assistant,emergency,True
30,7,Rebecca Henderson,nursing_assistant,emergency,False
31,8,Rebecca Henderson,nursing_assistant,emergency,True
32,8,Rebecca Henderson,nursing_assistant,emergency,True
33,8,Rebecca Henderson,nursing_assistant,emergency,False
34,8,Rebecca Henderson,nursing_assistant,emergency,True
35,9,Rebecca Henderson,nursing_assistant,emergency,True
36,9,Rebecca Henderson,nursing_assistant,emergency,False
37,9,Rebecca Henderson,nursing_assistant,emergency,True
38,9,Rebecca Henderson,nursing_assistant,emergency,True
39,10,Rebecca Henderson,nursing_assistant,emergency,False
40,10,Rebecca Henderson,nursing_assistant,emergency,True
41,10,Rebecca Henderson,nursing_assistant,emergency,True
42,10,Rebecca Henderson,nursing_assistant,emergency,False
43,10,Rebecca Henderson,nursing_assistant,emergency,True
44,11,Rebecca Henderson,nursing_assistant,emergency,True
45,11,Rebecca Henderson,nursing_assistant,emergency,False
46,11,Rebecca Henderson,nursing_assistant,emergency,False
47,11,Rebecca Henderson,nursing_assistant,emergency,True
48,12,Rebecca Henderson,nursing_assistant,emergency,False
49,12,Rebecca Henderson,nursing_assistant,emergency,True
50,12,Rebecca Henderson,nursing_assistant,emergency,True
51,12,Rebecca Henderson,nursing_assistant,emergency,False
52,13,Rebecca Henderson,nursing_assistant,emergency,True
1,1,James Ferrell,nursing_assistant,emergency,True
2,1,James Ferrell,nursing_assistant,emergency,True
3,1,James Ferrell,nursing_assistant,emergency,False
4,1,James Ferrell,nursing_assistant,emergency,True
5,2,James Ferrell,nursing_assistant,emergency,True
6,2,James Ferrell,nursing_assistant,emergency,False
7,2,James Ferrell,nursing_assistant,emergency,True
8,2,James Ferrell,nursing_assistant,emergency,True
9,3,James Ferrell,nursing_assistant,emergency,False
10,3,James Ferrell,nursing_assistant,emergency,False
11,3,James Ferrell,nursing_assistant,emergency,True
12,3,James Ferrell,nursing_assistant,emergency,False
13,4,James Ferrell,nursing_assistant,emergency,True
14,4,James Ferrell,nursing_assistant,emergency,True
15,4,James Ferrell,nursing_assistant,emergency,False
16,4,James Ferrell,nursing_assistant,emergency,True
17,4,James Ferrell,nursing_assistant,emergency,True
18,5,James Ferrell,nursing_assistant,emergency,False
19,5,James Ferrell,nursing_assistant,emergency,True
20,5,James Ferrell,nursing_assistant,emergency,True
21,5,James Ferrell,nursing_assistant,emergency,False
22,6,James Ferrell,nursing_assistant,emergency,True
23,6,James Ferrell,nursing_assistant,emergency,True
24,6,James Ferrell,nursing_assistant,emergency,False
25,6,James Ferrell,nursing_assistant,emergency,True
26,7,James Ferrell,nursing_assistant,emergency,True
27,7,James Ferrell,nursing_assistant,emergency,False
28,7,James Ferrell,nursing_assistant,emergency,True
29,7,James Ferrell,nursing_assistant,emergency,True
30,7,James Ferrell,nursing_assistant,emergency,False
31,8,James Ferrell,nursing_assistant,emergency,False
32,8,James Ferrell,nursing_assistant,emergency,True
33,8,James Ferrell,nursing_assistant,emergency,False
34,8,James Ferrell,nursing_assistant,emergency,True
35,9,James Ferrell,nursing_assistant,emergency,True
36,9,James Ferrell,nursing_assistant,emergency,False
37,9,James Ferrell,nursing_assistant,emergency,True
38,9,James Ferrell,nursing_assistant,emergency,True
39,10,James Ferrell,nursing_assistant,emergency,False
40,10,James Ferrell,nursing_assistant,emergency,True
41,10,James Ferrell,nursing_assistant,emergency,False
42,10,James Ferrell,nursing_assistant,emergency,False
43,10,James Ferrell,nursing_assistant,emergency,True
44,11,James Ferrell,nursing_assistant,emergency,True
45,11,James Ferrell,nursing_assistant,emergency,False
46,11,James Ferrell,nursing_assistant,emergency,True
47,11,James Ferrell,nursing_assistant,emergency,True
48,12,James Ferrell,nursing_assistant,emergency,False
49,12,James Ferrell,nursing_assistant,emergency,True
50,12,James Ferrell,nursing_assistant,emergency,True
51,12,James Ferrell,nursing_assistant,emergency,False
52,13,James Ferrell,nursing_assistant,emergency,True
1,1,Tricia Valencia,nursing_assistant,emergency,True
2,1,Tricia Valencia,nursing_assistant,emergency,False
3,1,Tricia Valencia,nursing_assistant,emergency,False
4,1,Tricia Valencia,nursing_assistant,emergency,True
5,2,Tricia Valencia,nursing_assistant,emergency,True
6,2,Tricia Valencia,nursing_assistant,emergency,False
7,2,Tricia Valencia,nursing_assistant,emergency,True
8,2,Tricia Valencia,nursing_assistant,emergency,True
9,3,Tricia Valencia,nursing_assistant,emergency,False
10,3,Tricia Valencia,nursing_assistant,emergency,True
11,3,Tricia Valencia,nursing_assistant,emergency,False
12,3,Tricia Valencia,nursing_assistant,emergency,False
13,4,Tricia Valencia,nursing_assistant,emergency,True
14,4,Tricia Valencia,nursing_assistant,emergency,True
15,4,Tricia Valencia,nursing_assistant,emergency,False
16,4,Tricia Valencia,nursing_assistant,emergency,False
17,4,Tricia Valencia,nursing_assistant,emergency,True
18,5,Tricia Valencia,nursing_assistant,emergency,False
19,5,Tricia Valencia,nursing_assistant,emergency,True
20,5,Tricia Valencia,nursing_assistant,emergency,True
21,5,Tricia Valencia,nursing_assistant,emergency,False
22,6,Tricia Valencia,nursing_assistant,emergency,True
23,6,Tricia Valencia,nursing_assistant,emergency,True
24,6,Tricia Valencia,nursing_assistant,emergency,False
25,6,Tricia Valencia,nursing_assistant,emergency,True
26,7,Tricia Valencia,nursing_assistant,emergency,True
27,7,Tricia Valencia,nursing_assistant,emergency,False
28,7,Tricia Valencia,nursing_assistant,emergency,True
29,7,Tricia Valencia,nursing_assistant,emergency,False
30,7,Tricia Valencia,nursing_assistant,emergency,False
31,8,Tricia Valencia,nursing_assistant,emergency,True
32,8,Tricia Valencia,nursing_assistant,emergency,True
33,8,Tricia Valencia,nursing_assistant,emergency,False
34,8,Tricia Valencia,nursing_assistant,emergency,True
35,9,Tricia Valencia,nursing_assistant,emergency,True
36,9,Tricia Valencia,nursing_assistant,emergency,False
37,9,Tricia Valencia,nursing_assistant,emergency,True
38,9,Tricia Valencia,nursing_assistant,emergency,False
39,10,Tricia Valencia,nursing_assistant,emergency,False
40,10,Tricia Valencia,nursing_assistant,emergency,True
41,10,Tricia Valencia,nursing_assistant,emergency,True
42,10,Tricia Valencia,nursing_assistant,emergency,False
43,10,Tricia Valencia,nursing_assistant,emergency,True
44,11,Tricia Valencia,nursing_assistant,emergency,True
45,11,Tricia Valencia,nursing_assistant,emergency,False
46,11,Tricia Valencia,nursing_assistant,emergency,True
47,11,Tricia Valencia,nursing_assistant,emergency,True
48,12,Tricia Valencia,nursing_assistant,emergency,False
49,12,Tricia Valencia,nursing_assistant,emergency,True
50,12,Tricia Valencia,nursing_assistant,emergency,True
51,12,Tricia Valencia,nursing_assistant,emergency,False
52,13,Tricia Valencia,nursing_assistant,emergency,True
1,1,Nathan Maldonado,nursing_assistant,emergency,True
2,1,Nathan Maldonado,nursing_assistant,emergency,True
3,1,Nathan Maldonado,nursing_assistant,emergency,False
4,1,Nathan Maldonado,nursing_assistant,emergency,True
5,2,Nathan Maldonado,nursing_assistant,emergency,True
6,2,Nathan Maldonado,nursing_assistant,emergency,False
7,2,Nathan Maldonado,nursing_assistant,emergency,False
8,2,Nathan Maldonado,nursing_assistant,emergency,True
9,3,Nathan Maldonado,nursing_assistant,emergency,False
10,3,Nathan Maldonado,nursing_assistant,emergency,True
11,3,Nathan Maldonado,nursing_assistant,emergency,True
12,3,Nathan Maldonado,nursing_assistant,emergency,False
13,4,Nathan Maldonado,nursing_assistant,emergency,True
14,4,Nathan Maldonado,nursing_assistant,emergency,True
15,4,Nathan Maldonado,nursing_assistant,emergency,False
16,4,Nathan Maldonado,nursing_assistant,emergency,True
17,4,Nathan Maldonado,nursing_assistant,emergency,True
18,5,Nathan Maldonado,nursing_assistant,emergency,False
19,5,Nathan Maldonado,nursing_assistant,emergency,True
20,5,Nathan Maldonado,nursing_assistant,emergency,True
21,5,Nathan Maldonado,nursing_assistant,emergency,False
22,6,Nathan Maldonado,nursing_assistant,emergency,True
23,6,Nathan Maldonado,nursing_assistant,emergency,True
24,6,Nathan Maldonado,nursing_assistant,emergency,False
25,6,Nathan Maldonado,nursing_assistant,emergency,True
26,7,Nathan Maldonado,nursing_assistant,emergency,True
27,7,Nathan Maldonado,nursing_assistant,emergency,False
28,7,Nathan Maldonado,nursing_assistant,emergency,True
29,7,Nathan Maldonado,nursing_assistant,emergency,True
30,7,Nathan Maldonado,nursing_assistant,emergency,False
31,8,Nathan Maldonado,nursing_assistant,emergency,True
32,8,Nathan Maldonado,nursing_assistant,emergency,True
33,8,Nathan Maldonado,nursing_assistant,emergency,False
34,8,Nathan Maldonado,nursing_assistant,emergency,True
35,9,Nathan Maldonado,nursing_assistant,emergency,True
36,9,Nathan Maldonado,nursing_assistant,emergency,False
37,9,Nathan Maldonado,nursing_assistant,emergency,True
38,9,Nathan Maldonado,nursing_assistant,emergency,True
39,10,Nathan Maldonado,nursing_assistant,emergency,False
40,10,Nathan Maldonado,nursing_assistant,emergency,True
41,10,Nathan Maldonado,nursing_assistant,emergency,True
42,10,Nathan Maldonado,nursing_assistant,emergency,False
43,10,Nathan Maldonado,nursing_assistant,emergency,True
44,11,Nathan Maldonado,nursing_assistant,emergency,True
45,11,Nathan Maldonado,nursing_assistant,emergency,False
46,11,Nathan Maldonado,nursing_assistant,emergency,False
47,11,Nathan Maldonado,nursing_assistant,emergency,True
48,12,Nathan Maldonado,nursing_assistant,emergency,False
49,12,Nathan Maldonado,nursing_assistant,emergency,False
50,12,Nathan Maldonado,nursing_assistant,emergency,True
51,12,Nathan Maldonado,nursing_assistant,emergency,False
52,13,Nathan Maldonado,nursing_assistant,emergency,True
1,1,Debra Davidson,nursing_assistant,emergency,True
2,1,Debra Davidson,nursing_assistant,emergency,True
3,1,Debra Davidson,nursing_assistant,emergency,False
4,1,Debra Davidson,nursing_assistant,emergency,True
5,2,Debra Davidson,nursing_assistant,emergency,True
6,2,Debra Davidson,nursing_assistant,emergency,False
7,2,Debra Davidson,nursing_assistant,emergency,False
8,2,Debra Davidson,nursing_assistant,emergency,True
9,3,Debra Davidson,nursing_assistant,emergency,False
10,3,Debra Davidson,nursing_assistant,emergency,True
11,3,Debra Davidson,nursing_assistant,emergency,True
12,3,Debra Davidson,nursing_assistant,emergency,False
13,4,Debra Davidson,nursing_assistant,emergency,True
14,4,Debra Davidson,nursing_assistant,emergency,True
15,4,Debra Davidson,nursing_assistant,emergency,False
16,4,Debra Davidson,nursing_assistant,emergency,True
17,4,Debra Davidson,nursing_assistant,emergency,True
18,5,Debra Davidson,nursing_assistant,emergency,False
19,5,Debra Davidson,nursing_assistant,emergency,True
20,5,Debra Davidson,nursing_assistant,emergency,True
21,5,Debra Davidson,nursing_assistant,emergency,False
22,6,Debra Davidson,nursing_assistant,emergency,True
23,6,Debra Davidson,nursing_assistant,emergency,True
24,6,Debra Davidson,nursing_assistant,emergency,False
