week,month,staff_id,staff_name,role,service,present
51,12,STF-23a8d4c5,Margaret Hawkins DDS,nurse,emergency,False
52,13,STF-23a8d4c5,Margaret Hawkins DDS,nurse,emergency,True
1,1,STF-2c8eaa98,Patty Perez,nurse,emergency,True
2,1,STF-2c8eaa98,Patty Perez,nurse,emergency,True
3,1,STF-2c8eaa98,Patty Perez,nurse,emergency,False
4,1,STF-2c8eaa98,Patty Perez,nurse,emergency,True
5,2,STF-2c8eaa98,Patty Perez,nurse,emergency,False
6,2,STF-2c8eaa98,Patty Perez,nurse,emergency,False
7,2,STF-2c8eaa98,Patty Perez,nurse,emergency,True
8,2,STF-2c8eaa98,Patty Perez,nurse,emergency,True
9,3,STF-2c8eaa98,Patty Perez,nurse,emergency,False
10,3,STF-2c8eaa98,Patty Perez,nurse,emergency,True
11,3,STF-2c8eaa98,Patty Perez,nurse,emergency,True
12,3,STF-2c8eaa98,Patty Perez,nurse,emergency,False
13,4,STF-2c8eaa98,Patty Perez,nurse,emergency,True
14,4,STF-2c8eaa98,Patty Perez,nurse,emergency,False
15,4,STF-2c8eaa98,Patty Perez,nurse,emergency,False
16,4,STF-2c8eaa98,Patty Perez,nurse,emergency,True
17,4,STF-2c8eaa98,Patty Perez,nurse,emergency,True
18,5,STF-2c8eaa98,Patty Perez,nurse,emergency,False
19,5,STF-2c8eaa98,Patty Perez,nurse,emergency,True
20,5,STF-2c8eaa98,Patty Perez,nurse,emergency,True
21,5,STF-2c8eaa98,Patty Perez,nurse,emergency,False
22,6,STF-2c8eaa98,Patty Perez,nurse,emergency,True
23,6,STF-2c8eaa98,Patty Perez,nurse,emergency,True
24,6,STF-2c8eaa98,Patty Perez,nurse,emergency,False
25,6,STF-2c8eaa98,Patty Perez,nurse,emergency,True
26,7,STF-2c8eaa98,Patty Perez,nurse,emergency,True
27,7,STF-2c8eaa98,Patty Perez,nurse,emergency,False
28,7,STF-2c8eaa98,Patty Perez,nurse,emergency,True
29,7,STF-2c8eaa98,Patty Perez,nurse,emergency,True
30,7,STF-2c8eaa98,Patty Perez,nurse,emergency,False
31,8,STF-2c8eaa98,Patty Perez,nurse,emergency,True
32,8,STF-2c8eaa98,Patty Perez,nurse,emergency,False
33,8,STF-2c8eaa98,Patty Perez,nurse,emergency,False
34,8,STF-2c8eaa98,Patty Perez,nurse,emergency,True
35,9,STF-2c8eaa98,Patty Perez,nurse,emergency,False
36,9,STF-2c8eaa98,Patty Perez,nurse,emergency,False
37,9,STF-2c8eaa98,Patty Perez,nurse,emergency,True
38,9,STF-2c8eaa98,Patty Perez,nurse,emergency,True
39,10,STF-2c8eaa98,Patty Perez,nurse,emergency,False
40,10,STF-2c8eaa98,Patty Perez,nurse,emergency,True
41,10,STF-2c8eaa98,Patty Perez,nurse,emergency,True
42,10,STF-2c8eaa98,Patty Perez,nurse,emergency,False
43,10,STF-2c8eaa98,Patty Perez,nurse,emergency,True
44,11,STF-2c8eaa98,Patty Perez,nurse,emergency,True
45,11,STF-2c8eaa98,Patty Perez,nurse,emergency,False
46,11,STF-2c8eaa98,Patty Perez,nurse,emergency,False
47,11,STF-2c8eaa98,Patty Perez,nurse,emergency,True
48,12,STF-2c8eaa98,Patty Perez,nurse,emergency,False
49,12,STF-2c8eaa98,Patty Perez,nurse,emergency,True
50,12,STF-2c8eaa98,Patty Perez,nurse,emergency,True
51,12,STF-2c8eaa98,Patty Perez,nurse,emergency,False
52,13,STF-2c8eaa98,Patty Perez,nurse,emergency,True
1,1,STF-da4920fd,Ethan Adams,nurse,emergency,True
2,1,STF-da4920fd,Ethan Adams,nurse,emergency,True
3,1,STF-da4920fd,Ethan Adams,nurse,emergency,False
4,1,STF-da4920fd,Ethan Adams,nurse,emergency,True
5,2,STF-da4920fd,Ethan Adams,nurse,emergency,True
6,2,STF-da4920fd,Ethan Adams,nurse,emergency,False
7,2,STF-da4920fd,Ethan Adams,nurse,emergency,True
8,2,STF-da4920fd,Ethan Adams,nurse,emergency,True
9,3,STF-da4920fd,Ethan Adams,nurse,emergency,False
10,3,STF-da4920fd,Ethan Adams,nurse,emergency,True
11,3,STF-da4920fd,Ethan Adams,nurse,emergency,True
12,3,STF-da4920fd,Ethan Adams,nurse,emergency,False
13,4,STF-da4920fd,Ethan Adams,nurse,emergency,True
14,4,STF-da4920fd,Ethan Adams,nurse,emergency,False
15,4,STF-da4920fd,Ethan Adams,nurse,emergency,False
16,4,STF-da4920fd,Ethan Adams,nurse,emergency,True
17,4,STF-da4920fd,Ethan Adams,nurse,emergency,True
18,5,STF-da4920fd,Ethan Adams,nurse,emergency,False
19,5,STF-da4920fd,Ethan Adams,nurse,emergency,True
20,5,STF-da4920fd,Ethan Adams,nurse,emergency,True
21,5,STF-da4920fd,Ethan Adams,nurse,emergency,False
22,6,STF-da4920fd,Ethan Adams,nurse,emergency,True
23,6,STF-da4920fd,Ethan Adams,nurse,emergency,True
24,6,STF-da4920fd,Ethan Adams,nurse,emergency,False
25,6,STF-da4920fd,Ethan Adams,nurse,emergency,True
26,7,STF-da4920fd,Ethan Adams,nurse,emergency,True
27,7,STF-da4920fd,Ethan Adams,nurse,emergency,False
28,7,STF-da4920fd,Ethan Adams,nurse,emergency,True
29,7,STF-da4920fd,Ethan Adams,nurse,emergency,True
30,7,STF-da4920fd,Ethan Adams,nurse,emergency,False
31,8,STF-da4920fd,Ethan Adams,nurse,emergency,True
32,8,STF-da4920fd,Ethan Adams,nurse,emergency,True
33,8,STF-da4920fd,Ethan Adams,nurse,emergency,False
34,8,STF-da4920fd,Ethan Adams,nurse,emergency,True
35,9,STF-da4920fd,Ethan Adams,nurse,emergency,True
36,9,STF-da4920fd,Ethan Adams,nurse,emergency,False
37,9,STF-da4920fd,Ethan Adams,nurse,emergency,True
38,9,STF-da4920fd,Ethan Adams,nurse,emergency,True
39,10,STF-da4920fd,Ethan Adams,nurse,emergency,False
40,10,STF-da4920fd,Ethan Adams,nurse,emergency,False
41,10,STF-da4920fd,Ethan Adams,nurse,emergency,True
42,10,STF-da4920fd,Ethan Adams,nurse,emergency,False
43,10,STF-da4920fd,Ethan Adams,nurse,emergency,False
44,11,STF-da4920fd,Ethan Adams,nurse,emergency,True
45,11,STF-da4920fd,Ethan Adams,nurse,emergency,False
46,11,STF-da4920fd,Ethan Adams,nurse,emergency,True
47,11,STF-da4920fd,Ethan Adams,nurse,emergency,True
48,12,STF-da4920fd,Ethan Adams,nurse,emergency,False
49,12,STF-da4920fd,Ethan Adams,nurse,emergency,True
50,12,STF-da4920fd,Ethan Adams,nurse,emergency,True
51,12,STF-da4920fd,Ethan Adams,nurse,emergency,False
52,13,STF-da4920fd,Ethan Adams,nurse,emergency,False
1,1,STF-95cd7529,Tommy Walter,nurse,emergency,True
2,1,STF-95cd7529,Tommy Walter,nurse,emergency,True
3,1,STF-95cd7529,Tommy Walter,nurse,emergency,False
4,1,STF-95cd7529,Tommy Walter,nurse,emergency,True
5,2,STF-95cd7529,Tommy Walter,nurse,emergency,True
6,2,STF-95cd7529,Tommy Walter,nurse,emergency,False
7,2,STF-95cd7529,Tommy Walter,nurse,emergency,True
8,2,STF-95cd7529,Tommy Walter,nurse,emergency,True
9,3,STF-95cd7529,Tommy Walter,nurse,emergency,False
10,3,STF-95cd7529,Tommy Walter,nurse,emergency,True
11,3,STF-95cd7529,Tommy Walter,nurse,emergency,False
12,3,STF-95cd7529,Tommy Walter,nurse,emergency,False
13,4,STF-95cd7529,Tommy Walter,nurse,emergency,True
14,4,STF-95cd7529,Tommy Walter,nurse,emergency,True
15,4,STF-95cd7529,Tommy Walter,nurse,emergency,False
16,4,STF-95cd7529,Tommy Walter,nurse,emergency,True
17,4,STF-95cd7529,Tommy Walter,nurse,emergency,True
18,5,STF-95cd7529,Tommy Walter,nurse,emergency,False
19,5,STF-95cd7529,Tommy Walter,nurse,emergency,True
20,5,STF-95cd7529,Tommy Walter,nurse,emergency,True
21,5,STF-95cd7529,Tommy Walter,nurse,emergency,False
22,6,STF-95cd7529,Tommy Walter,nurse,emergency,True
23,6,STF-95cd7529,Tommy Walter,nurse,emergency,True
24,6,STF-95cd7529,Tommy Walter,nurse,emergency,False
25,6,STF-95cd7529,Tommy Walter,nurse,emergency,True
26,7,STF-95cd7529,Tommy Walter,nurse,emergency,True
27,7,STF-95cd7529,Tommy Walter,nurse,emergency,False
28,7,STF-95cd7529,Tommy Walter,nurse,emergency,True
29,7,STF-95cd7529,Tommy Walter,nurse,emergency,True
30,7,STF-95cd7529,Tommy Walter,nurse,emergency,False
31,8,STF-95cd7529,Tommy Walter,nurse,emergency,False
32,8,STF-95cd7529,Tommy Walter,nurse,emergency,True
33,8,STF-95cd7529,Tommy Walter,nurse,emergency,False
34,8,STF-95cd7529,Tommy Walter,nurse,emergency,True
35,9,STF-95cd7529,Tommy Walter,nurse,emergency,True
36,9,STF-95cd7529,Tommy Walter,nurse,emergency,False
37,9,STF-95cd7529,Tommy Walter,nurse,emergency,True
38,9,STF-95cd7529,Tommy Walter,nurse,emergency,True
39,10,STF-95cd7529,Tommy Walter,nurse,emergency,False
40,10,STF-95cd7529,Tommy Walter,nurse,emergency,True
41,10,STF-95cd7529,Tommy Walter,nurse,emergency,True
42,10,STF-95cd7529,Tommy Walter,nurse,emergency,False
43,10,STF-95cd7529,Tommy Walter,nurse,emergency,True
44,11,STF-95cd7529,Tommy Walter,nurse,emergency,True
45,11,STF-95cd7529,Tommy Walter,nurse,emergency,False
46,11,STF-95cd7529,Tommy Walter,nurse,emergency,True
47,11,STF-95cd7529,Tommy Walter,nurse,emergency,True
48,12,STF-95cd7529,Tommy Walter,nurse,emergency,False
49,12,STF-95cd7529,Tommy Walter,nurse,emergency,True
50,12,STF-95cd7529,Tommy Walter,nurse,emergency,True
51,12,STF-95cd7529,Tommy Walter,nurse,emergency,False
52,13,STF-95cd7529,Tommy Walter,nurse,emergency,True
1,1,STF-064febb6,Matthew Foster,nurse,emergency,True
2,1,STF-064febb6,Matthew Foster,nurse,emergency,True
3,1,STF-064febb6,Matthew Foster,nurse,emergency,False
4,1,STF-064febb6,Matthew Foster,nurse,emergency,True
5,2,STF-064febb6,Matthew Foster,nurse,emergency,True
6,2,STF-064febb6,Matthew Foster,nurse,emergency,False
7,2,STF-064febb6,Matthew Foster,nurse,emergency,True
8,2,STF-064febb6,Matthew Foster,nurse,emergency,True
9,3,STF-064febb6,Matthew Foster,nurse,emergency,False
10,3,STF-064febb6,Matthew Foster,nurse,emergency,True
11,3,STF-064febb6,Matthew Foster,nurse,emergency,True
12,3,STF-064febb6,Matthew Foster,nurse,emergency,False
13,4,STF-064febb6,Matthew Foster,nurse,emergency,True
14,4,STF-064febb6,Matthew Foster,nurse,emergency,False
15,4,STF-064febb6,Matthew Foster,nurse,emergency,False
16,4,STF-064febb6,Matthew Foster,nurse,emergency,True
17,4,STF-064febb6,Matthew Foster,nurse,emergency,True
18,5,STF-064febb6,Matthew Foster,nurse,emergency,False
19,5,STF-064febb6,Matthew Foster,nurse,emergency,True
20,5,STF-064febb6,Matthew Foster,nurse,emergency,True
21,5,STF-064febb6,Matthew Foster,nurse,emergency,False
22,6,STF-064febb6,Matthew Foster,nurse,emergency,True
23,6,STF-064febb6,Matthew Foster,nurse,emergency,True
24,6,STF-064febb6,Matthew Foster,nurse,emergency,False
25,6,STF-064febb6,Matthew Foster,nurse,emergency,True
26,7,STF-064febb6,Matthew Foster,nurse,emergency,True
27,7,STF-064febb6,Matthew Foster,nurse,emergency,False
28,7,STF-064febb6,Matthew Foster,nurse,emergency,True
29,7,STF-064febb6,Matthew Foster,nurse,emergency,False
30,7,STF-064febb6,Matthew Foster,nurse,emergency,False
31,8,STF-064febb6,Matthew Foster,nurse,emergency,True
32,8,STF-064febb6,Matthew Foster,nurse,emergency,True
33,8,STF-064febb6,Matthew Foster,nurse,emergency,False
34,8,STF-064febb6,Matthew Foster,nurse,emergency,True
35,9,STF-064febb6,Matthew Foster,nurse,emergency,False
36,9,STF-064febb6,Matthew Foster,nurse,emergency,False
37,9,STF-064febb6,Matthew Foster,nurse,emergency,True
38,9,STF-064febb6,Matthew Foster,nurse,emergency,True
39,10,STF-064febb6,Matthew Foster,nurse,emergency,False
40,10,STF-064febb6,Matthew Foster,nurse,emergency,True
41,10,STF-064febb6,Matthew Foster,nurse,emergency,True
42,10,STF-064febb6,Matthew Foster,nurse,emergency,False
43,10,STF-064febb6,Matthew Foster,nurse,emergency,False
44,11,STF-064febb6,Matthew Foster,nurse,emergency,True
45,11,STF-064febb6,Matthew Foster,nurse,emergency,False
46,11,STF-064febb6,Matthew Foster,nurse,emergency,True
47,11,STF-064febb6,Matthew Foster,nurse,emergency,True
48,12,STF-064febb6,Matthew Foster,nurse,emergency,False
49,12,STF-064febb6,Matthew Foster,nurse,emergency,True
50,12,STF-064febb6,Matthew Foster,nurse,emergency,True
51,12,STF-064febb6,Matthew Foster,nurse,emergency,False
52,13,STF-064febb6,Matthew Foster,nurse,emergency,False
1,1,STF-8a4df0f8,Judy Baker,nurse,emergency,True
2,1,STF-8a4df0f8,Judy Baker,nurse,emergency,True
3,1,STF-8a4df0f8,Judy Baker,nurse,emergency,False
4,1,STF-8a4df0f8,Judy Baker,nurse,emergency,False
5,2,STF-8a4df0f8,Judy Baker,nurse,emergency,True
6,2,STF-8a4df0f8,Judy Baker,nurse,emergency,False
7,2,STF-8a4df0f8,Judy Baker,nurse,emergency,True
8,2,STF-8a4df0f8,Judy Baker,nurse,emergency,True
9,3,STF-8a4df0f8,Judy Baker,nurse,emergency,False
10,3,STF-8a4df0f8,Judy Baker,nurse,emergency,True
11,3,STF-8a4df0f8,Judy Baker,nurse,emergency,True
12,3,STF-8a4df0f8,Judy Baker,nurse,emergency,False
13,4,STF-8a4df0f8,Judy Baker,nurse,emergency,True
14,4,STF-8a4df0f8,Judy Baker,nurse,emergency,True
15,4,STF-8a4df0f8,Judy Baker,nurse,emergency,False
16,4,STF-8a4df0f8,Judy Baker,nurse,emergency,True
17,4,STF-8a4df0f8,Judy Baker,nurse,emergency,True
18,5,STF-8a4df0f8,Judy Baker,nurse,emergency,False
19,5,STF-8a4df0f8,Judy Baker,nurse,emergency,False
20,5,STF-8a4df0f8,Judy Baker,nurse,emergency,True
21,5,STF-8a4df0f8,Judy Baker,nurse,emergency,False
22,6,STF-8a4df0f8,Judy Baker,nurse,emergency,True
23,6,STF-8a4df0f8,Judy Baker,nurse,emergency,True
24,6,STF-8a4df0f8,Judy Baker,nurse,emergency,False
25,6,STF-8a4df0f8,Judy Baker,nurse,emergency,True
26,7,STF-8a4df0f8,Judy Baker,nurse,emergency,True
27,7,STF-8a4df0f8,Judy Baker,nurse,emergency,False
28,7,STF-8a4df0f8,Judy Baker,nurse,emergency,True
29,7,STF-8a4df0f8,Judy Baker,nurse,emergency,True
30,7,STF-8a4df0f8,Judy Baker,nurse,emergency,False
31,8,STF-8a4df0f8,Judy Baker,nurse,emergency,False
32,8,STF-8a4df0f8,Judy Baker,nurse,emergency,True
33,8,STF-8a4df0f8,Judy Baker,nurse,emergency,False
34,8,STF-8a4df0f8,Judy Baker,nurse,emergency,False
35,9,STF-8a4df0f8,Judy Baker,nurse,emergency,True
36,9,STF-8a4df0f8,Judy Baker,nurse,emergency,False
37,9,STF-8a4df0f8,Judy Baker,nurse,emergency,True
38,9,STF-8a4df0f8,Judy Baker,nurse,emergency,True
39,10,STF-8a4df0f8,Judy Baker,nurse,emergency,False
40,10,STF-8a4df0f8,Judy Baker,nurse,emergency,True
41,10,STF-8a4df0f8,Judy Baker,nurse,emergency,True
42,10,STF-8a4df0f8,Judy Baker,nurse,emergency,False
43,10,STF-8a4df0f8,Judy Baker,nurse,emergency,True
44,11,STF-8a4df0f8,Judy Baker,nurse,emergency,True
45,11,STF-8a4df0f8,Judy Baker,nurse,emergency,False
46,11,STF-8a4df0f8,Judy Baker,nurse,emergency,True
47,11,STF-8a4df0f8,Judy Baker,nurse,emergency,True
48,12,STF-8a4df0f8,Judy Baker,nurse,emergency,False
49,12,STF-8a4df0f8,Judy Baker,nurse,emergency,True
50,12,STF-8a4df0f8,Judy Baker,nurse,emergency,True
51,12,STF-8a4df0f8,Judy Baker,nurse,emergency,False
52,13,STF-8a4df0f8,Judy Baker,nurse,emergency,True
1,1,STF-550b832f,Justin Baker,nurse,emergency,False
2,1,STF-550b832f,Justin Baker,nurse,emergency,True
3,1,STF-550b832f,Justin Baker,nurse,emergency,False
4,1,STF-550b832f,Justin Baker,nurse,emergency,True
5,2,STF-550b832f,Justin Baker,nurse,emergency,True
6,2,STF-550b832f,Justin Baker,nurse,emergency,False
7,2,STF-550b832f,Justin Baker,nurse,emergency,True
8,2,STF-550b832f,Justin Baker,nurse,emergency,True
9,3,STF-550b832f,Justin Baker,nurse,emergency,False
10,3,STF-550b832f,Justin Baker,nurse,emergency,True
11,3,STF-550b832f,Justin Baker,nurse,emergency,False
12,3,STF-550b832f,Justin Baker,nurse,emergency,False
13,4,STF-550b832f,Justin Baker,nurse,emergency,True
14,4,STF-550b832f,Justin Baker,nurse,emergency,True
15,4,STF-550b832f,Justin Baker,nurse,emergency,False
16,4,STF-550b832f,Justin Baker,nurse,emergency,True
17,4,STF-550b832f,Justin Baker,nurse,emergency,True
18,5,STF-550b832f,Justin Baker,nurse,emergency,False
19,5,STF-550b832f,Justin Baker,nurse,emergency,True
20,5,STF-550b832f,Justin Baker,nurse,emergency,True
21,5,STF-550b832f,Justin Baker,nurse,emergency,False
22,6,STF-550b832f,Justin Baker,nurse,emergency,True
23,6,STF-550b832f,Justin Baker,nurse,emergency,True
24,6,STF-550b832f,Justin Baker,nurse,emergency,False
25,6,STF-550b832f,Justin Baker,nurse,emergency,True
26,7,STF-550b832f,Justin Baker,nurse,emergency,True
27,7,STF-550b832f,Justin Baker,nurse,emergency,False
28,7,STF-550b832f,Justin Baker,nurse,emergency,True
29,7,STF-550b832f,Justin Baker,nurse,emergency,False
30,7,STF-550b832f,Justin Baker,nurse,emergency,False
31,8,STF-550b832f,Justin Baker,nurse,emergency,True
32,8,STF-550b832f,Justin Baker,nurse,emergency,True
33,8,STF-550b832f,Justin Baker,nurse,emergency,False
34,8,STF-550b832f,Justin Baker,nurse,emergency,True
35,9,STF-550b832f,Justin Baker,nurse,emergency,True
36,9,STF-550b832f,Justin Baker,nurse,emergency,False
37,9,STF-550b832f,Justin Baker,nurse,emergency,True
38,9,STF-550b832f,Justin Baker,nurse,emergency,True
39,10,STF-550b832f,Justin Baker,nurse,emergency,False
40,10,STF-550b832f,Justin Baker,nurse,emergency,True
41,10,STF-550b832f,Justin Baker,nurse,emergency,True
42,10,STF-550b832f,Justin Baker,nurse,emergency,False
43,10,STF-550b832f,Justin Baker,nurse,emergency,True
44,11,STF-550b832f,Justin Baker,nurse,emergency,True
45,11,STF-550b832f,Justin Baker,nurse,emergency,False
46,11,STF-550b832f,Justin Baker,nurse,emergency,False
47,11,STF-550b832f,Justin Baker,nurse,emergency,True
48,12,STF-550b832f,Justin Baker,nurse,emergency,False
49,12,STF-550b832f,Justin Baker,nurse,emergency,True
50,12,STF-550b832f,Justin Baker,nurse,emergency,True
51,12,STF-550b832f,Justin Baker,nurse,emergency,False
52,13,STF-550b832f,Justin Baker,nurse,emergency,True
1,1,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
2,1,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
3,1,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
4,1,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
5,2,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
6,2,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
7,2,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
8,2,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
9,3,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
10,3,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
11,3,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
12,3,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
13,4,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
14,4,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
15,4,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
16,4,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
17,4,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
18,5,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
19,5,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
20,5,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
21,5,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
22,6,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
23,6,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
24,6,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
25,6,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
26,7,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
27,7,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
28,7,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
29,7,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
30,7,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
31,8,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
32,8,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
33,8,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
34,8,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
35,9,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
36,9,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
37,9,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
38,9,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
39,10,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
40,10,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
41,10,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
42,10,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
43,10,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
44,11,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
45,11,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
46,11,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
47,11,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
48,12,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
49,12,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
50,12,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
51,12,STF-b13eeb99,Stephanie Ross,nurse,emergency,False
52,13,STF-b13eeb99,Stephanie Ross,nurse,emergency,True
1,1,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
2,1,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
3,1,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
4,1,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
5,2,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
6,2,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
7,2,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
8,2,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
9,3,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
10,3,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
11,3,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
12,3,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
13,4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
14,4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
15,4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
16,4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
17,4,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
18,5,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
19,5,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
20,5,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
21,5,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
22,6,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
23,6,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
24,6,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
25,6,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
26,7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
27,7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
28,7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
29,7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
30,7,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
31,8,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
32,8,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
33,8,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
34,8,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
35,9,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
36,9,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
37,9,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
38,9,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
39,10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
40,10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
41,10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
42,10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
43,10,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
44,11,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
45,11,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
46,11,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
47,11,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
48,12,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
49,12,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
50,12,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
51,12,STF-d1d59a8b,Zachary Hicks,nurse,emergency,False
52,13,STF-d1d59a8b,Zachary Hicks,nurse,emergency,True
1,1,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
2,1,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
3,1,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
4,1,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
5,2,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
6,2,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
7,2,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
8,2,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
9,3,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
10,3,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
11,3,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
12,3,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
13,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
14,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
15,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
16,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
17,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
18,5,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
19,5,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
20,5,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
21,5,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
22,6,STF-103c818c,Anthony Rodriguez,nurse,emergency,True
23,6,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
24,6,STF-103c818c,Anthony Rodriguez,nurse,emergency,False
